safe_anchor,page_rank,https_token,ratio_nullHyperlinks,nb_extCSS,links_in_tags,phish_hints,ratio_intRedirection,length_words_raw,ratio_extRedirection,google_index,ratio_extMedia,ratio_intHyperlinks,domain_registration_length,length_hostname,ip,longest_words_raw,avg_words_raw,avg_word_host,ratio_intMedia,longest_word_host,dns_record,ratio_extErrors,nb_hyperlinks,ratio_extHyperlinks,longest_word_path,length_url,ratio_intErrors,avg_word_path,domain_in_title,ratio_digits_url,domain_age,ratio_digits_host,url_complexity_score,suspicious_char_count,url_length_category,domain_trust_score,has_ip_flag,redirection_complexity,special_token_flag,subdomain_risk,ext_link_risk,page_deception_score
0.751,2,0,0.277,14,0.216,3,0.439,13,0.44,1,0.102,0.842,1594,21,1,24,11.13,4.11,0.806,15,1,0.215,41,0.399,13,69,0.438,7.43,0,0.494,6786,0.107,18,1,1,3,1,5,0,7,2.292,1
0.085,3,0,0.441,8,0.689,1,0.995,28,0.939,1,0.554,0.444,2501,57,0,12,7.42,7.51,0.566,12,1,0.302,12,0.272,19,57,0.346,7.39,1,0.111,3276,0.206,15,2,1,5,0,2,0,2,2.996,0
0.379,8,1,0.461,14,0.162,2,0.582,20,0.66,1,0.328,0.214,90,38,0,21,8.76,5.35,0.76,6,0,0.249,35,0.297,8,79,0.345,3.74,0,0.453,5072,0.073,14,2,2,3,0,5,1,4,2.46,0
0.361,4,0,0.183,9,0.849,1,0.975,7,0.348,1,0.646,0.068,2963,17,0,20,9.99,4.27,0.719,17,1,0.39,17,1.0,8,52,0.463,8.81,0,0.119,4072,0.186,11,1,0,4,0,3,1,3,4.086,1
0.432,9,1,0.158,16,0.379,0,0.168,12,0.486,1,0.845,0.296,264,58,1,5,2.84,4.22,0.927,12,0,0.262,13,0.711,10,83,0.016,5.23,1,0.12,3058,0.229,23,2,2,4,1,7,1,0,3.367,1
0.5,7,1,0.095,3,0.802,0,0.834,3,0.395,0,0.115,0.926,196,38,1,5,5.71,3.42,0.036,11,1,0.435,90,0.416,8,96,0.022,8.26,0,0.434,4229,0.26,15,2,2,4,1,5,1,4,2.473,1
0.948,3,1,0.181,17,0.541,0,0.193,10,0.047,1,0.368,0.928,142,41,0,11,10.69,8.65,0.529,4,0,0.492,69,0.722,10,23,0.023,7.88,0,0.249,3820,0.094,14,2,0,3,0,1,1,0,2.752,1
0.208,7,0,0.077,3,0.199,1,0.258,7,0.609,1,0.212,0.765,1933,26,0,15,6.07,5.91,0.153,3,1,0.46,38,0.948,19,197,0.176,5.07,1,0.09,3288,0.198,20,1,2,4,0,1,0,5,4.522,0
0.105,8,1,0.38,5,0.31,0,0.24,16,0.454,1,0.216,0.052,1320,27,0,13,4.2,8.96,0.557,7,0,0.143,98,0.476,19,94,0.188,6.55,0,0.384,5088,0.107,18,2,2,3,0,4,1,1,2.479,1
0.456,1,0,0.334,2,0.879,1,0.818,24,0.691,1,0.838,0.176,16,51,0,22,2.6,2.42,0.443,11,1,0.238,85,0.076,15,32,0.364,7.97,0,0.345,5277,0.001,13,2,0,3,0,1,0,4,1.848,3
0.705,7,1,0.05,3,0.602,1,0.835,9,0.357,1,0.261,0.684,1820,20,0,11,2.07,7.78,0.712,5,1,0.266,63,0.588,19,147,0.171,2.1,0,0.133,2900,0.272,16,2,2,5,0,7,1,1,2.744,0
0.3,7,0,0.102,16,0.177,1,0.722,25,0.49,1,0.202,0.691,2491,34,1,18,2.59,5.6,0.973,6,0,0.143,8,0.748,19,217,0.177,9.64,0,0.478,5311,0.246,24,2,2,4,1,1,1,1,3.367,3
0.349,1,1,0.279,5,0.803,2,0.13,26,0.266,1,0.117,0.638,384,45,0,22,10.09,3.0,0.819,9,1,0.087,54,0.74,12,27,0.283,6.45,0,0.04,2751,0.035,9,0,0,4,0,4,1,7,2.839,0
0.141,0,1,0.114,18,0.595,3,0.528,15,0.326,1,0.599,0.896,907,15,0,10,11.36,2.38,0.526,4,0,0.346,44,0.989,5,35,0.082,3.99,1,0.408,40,0.226,13,0,0,2,0,7,1,2,3.965,3
0.576,0,0,0.038,18,0.889,3,0.653,11,0.032,1,0.302,0.101,1520,20,0,5,11.54,2.78,0.872,4,0,0.212,77,0.23,17,214,0.394,3.36,1,0.152,499,0.126,18,0,2,3,0,6,0,0,0.966,2
0.772,0,0,0.068,10,0.914,1,0.035,25,0.861,1,0.469,0.957,2253,58,0,5,6.79,7.97,0.185,13,0,0.412,33,0.498,4,143,0.148,2.43,0,0.361,3374,0.008,9,2,2,3,0,3,0,2,3.628,1
0.782,8,0,0.166,7,0.165,2,0.977,9,0.765,0,0.279,0.437,2125,18,1,14,3.79,7.05,0.244,9,0,0.338,64,0.0,3,49,0.137,3.98,0,0.03,3291,0.079,20,1,0,3,1,2,0,4,1.868,1
0.637,9,0,0.244,0,0.466,0,0.211,18,0.679,1,0.282,0.191,369,17,0,8,8.56,4.28,0.005,8,1,0.051,56,0.573,6,132,0.057,8.34,0,0.453,1330,0.187,11,0,2,5,0,5,0,6,3.128,0
0.365,3,1,0.205,4,0.515,3,0.419,22,0.054,1,0.685,0.023,225,35,0,22,5.97,10.0,0.509,19,0,0.165,67,0.711,4,238,0.483,8.72,0,0.035,3797,0.061,9,0,2,4,0,5,1,4,2.406,2
0.255,6,0,0.353,7,0.943,0,0.098,19,0.266,1,0.066,0.975,884,45,0,8,5.35,5.8,0.386,3,1,0.124,25,0.102,19,132,0.111,4.85,1,0.004,856,0.291,16,1,2,4,0,0,1,3,0.962,1
0.986,0,1,0.494,13,0.025,2,0.571,7,0.649,1,0.151,0.754,2513,58,0,21,10.83,8.51,0.373,10,0,0.384,58,0.307,3,23,0.189,6.07,0,0.365,769,0.103,10,0,0,2,0,5,1,3,2.603,0
0.696,1,0,0.216,0,0.219,3,0.29,29,0.706,1,0.073,0.662,2059,40,0,14,8.64,5.88,0.72,14,1,0.436,29,0.503,5,69,0.345,9.33,1,0.35,4338,0.034,15,3,1,4,0,3,0,4,3.357,1
0.555,0,1,0.118,7,0.771,3,0.296,17,0.798,1,0.037,0.821,1673,28,0,15,10.11,4.38,0.839,18,1,0.26,19,0.309,17,191,0.437,2.94,0,0.32,4808,0.392,6,1,2,4,0,1,1,3,2.783,2
0.971,4,0,0.443,2,0.647,0,0.224,6,0.208,1,0.858,0.737,2353,15,0,5,4.92,5.87,0.256,11,1,0.264,49,0.263,15,32,0.467,9.62,0,0.202,3608,0.278,13,2,0,5,0,7,0,6,1.469,1
0.685,5,1,0.381,4,0.943,3,0.615,5,0.521,1,0.317,0.189,2285,39,0,8,7.76,6.39,0.605,10,0,0.447,38,0.986,8,38,0.473,4.79,0,0.284,6948,0.394,17,0,0,3,0,2,1,3,4.447,0
0.96,7,0,0.485,7,0.158,2,0.348,16,0.466,1,0.011,0.056,1517,30,0,13,2.7,9.07,0.773,8,0,0.139,55,0.664,10,34,0.031,3.78,1,0.027,5584,0.242,12,1,0,4,0,0,0,2,3.063,1
0.088,8,0,0.255,7,0.097,2,0.008,26,0.851,0,0.642,0.56,1392,51,0,6,5.54,4.35,0.683,11,0,0.094,37,0.813,5,92,0.208,6.69,1,0.381,5477,0.285,19,1,2,2,0,1,0,6,4.235,3
0.749,4,1,0.06,15,0.456,2,0.793,9,0.687,1,0.686,0.807,1160,29,0,15,3.6,6.55,0.775,18,0,0.226,50,0.528,14,52,0.413,2.34,0,0.37,6654,0.162,16,1,0,3,0,5,1,2,3.184,0
0.803,6,1,0.159,15,0.465,3,0.333,14,0.139,1,0.831,0.848,2779,26,0,21,10.44,2.16,0.13,17,1,0.49,19,0.607,6,89,0.371,3.19,1,0.42,4613,0.317,15,1,2,5,0,1,1,0,2.589,2
0.681,4,0,0.098,18,0.125,1,0.472,20,0.264,0,0.194,0.4,1132,14,0,23,9.94,2.59,0.073,4,0,0.277,12,0.604,17,66,0.312,4.01,0,0.281,6806,0.093,13,2,1,3,0,4,0,1,2.617,2
0.545,2,0,0.133,1,0.373,3,0.035,21,0.524,1,0.549,0.922,2556,56,0,16,4.42,3.14,0.317,17,1,0.048,63,0.187,3,119,0.154,6.25,0,0.181,2085,0.308,10,1,2,3,0,2,0,2,1.657,1
0.986,2,0,0.073,4,0.4,0,0.072,9,0.8,1,0.163,0.108,572,59,1,5,5.42,8.82,0.245,6,1,0.433,11,0.852,17,72,0.394,6.53,1,0.007,285,0.363,22,2,1,2,1,3,0,1,4.589,2
0.88,9,1,0.436,19,0.799,3,0.867,7,0.923,0,0.497,0.844,2868,35,1,17,8.81,6.95,0.124,18,0,0.181,83,0.747,18,169,0.241,8.68,1,0.487,5715,0.232,17,2,2,2,1,5,1,4,4.268,6
0.982,4,1,0.134,8,0.041,2,0.994,11,0.265,0,0.962,0.302,2249,9,0,19,11.21,9.84,0.827,5,0,0.349,29,0.771,15,229,0.221,3.36,0,0.417,1273,0.195,9,0,2,2,0,7,1,2,3.192,2
0.875,6,1,0.152,12,0.342,3,0.13,28,0.928,1,0.284,0.826,2981,29,0,17,3.91,8.16,0.825,11,1,0.083,29,0.662,18,59,0.455,3.38,1,0.036,5341,0.212,11,1,1,5,0,4,1,4,3.925,1
0.286,8,0,0.067,16,0.741,2,0.306,16,0.454,0,0.684,0.704,1015,44,0,5,10.89,8.99,0.732,19,0,0.488,28,0.613,11,122,0.439,6.6,1,0.108,3106,0.336,10,1,2,3,0,2,0,4,3.235,3
0.215,9,1,0.211,17,0.817,2,0.593,22,0.497,1,0.863,0.862,741,46,1,11,4.56,10.0,0.411,16,0,0.153,61,0.084,17,144,0.212,7.52,1,0.323,992,0.278,12,0,2,4,1,1,1,3,1.399,1
0.149,0,1,0.411,5,0.236,2,0.209,9,0.991,0,0.163,0.341,253,10,0,20,4.0,5.95,0.81,13,0,0.058,39,0.342,10,185,0.387,4.17,0,0.312,1203,0.138,14,0,2,2,0,3,1,0,3.066,3
0.408,8,0,0.392,12,0.64,0,0.174,12,0.182,0,0.145,0.464,1975,22,0,7,9.25,8.79,0.452,11,1,0.207,79,0.262,19,181,0.391,3.85,0,0.059,4332,0.154,18,2,2,4,0,5,0,5,1.357,1
0.03,0,1,0.073,15,0.414,1,0.437,11,0.478,1,0.352,0.763,1932,47,0,19,11.26,5.69,0.727,14,1,0.432,8,0.649,16,195,0.352,3.67,0,0.066,5044,0.371,22,4,2,3,0,7,1,2,3.335,2
0.945,7,1,0.429,8,0.479,0,0.449,6,0.915,1,0.005,0.289,1721,18,0,18,3.89,8.38,0.941,17,1,0.102,4,0.693,10,91,0.066,3.48,1,0.256,554,0.039,19,1,2,5,0,0,1,1,4.011,2
0.547,2,1,0.13,0,0.303,0,0.35,14,0.678,1,0.341,0.532,2654,11,0,22,3.4,8.13,0.987,4,1,0.127,75,0.491,15,153,0.263,2.66,0,0.382,5195,0.289,17,2,2,3,0,3,1,0,2.956,2
0.038,9,1,0.418,11,0.461,0,0.25,27,0.202,1,0.14,0.904,158,24,0,9,3.27,9.51,0.108,4,0,0.404,95,0.062,9,26,0.15,8.69,0,0.335,4175,0.067,18,0,0,4,0,5,1,2,0.994,2
0.052,5,1,0.374,4,0.873,0,0.043,29,0.763,1,0.787,0.837,2251,33,0,15,2.38,7.66,0.393,15,1,0.169,64,0.907,9,236,0.457,2.72,0,0.235,238,0.37,17,0,2,4,0,7,1,0,4.416,2
0.505,1,0,0.204,11,0.843,1,0.993,19,0.56,1,0.882,0.911,1260,12,0,6,5.3,3.63,0.952,18,1,0.297,51,0.968,16,189,0.258,6.07,1,0.429,1037,0.314,15,1,2,4,0,5,0,4,4.321,2
0.138,3,1,0.332,4,0.027,2,0.283,18,0.693,1,0.49,0.208,1567,30,0,24,9.65,4.42,0.203,14,1,0.237,0,0.857,13,138,0.225,4.4,0,0.311,3234,0.097,13,0,2,4,0,2,1,3,4.194,4
0.098,8,0,0.161,6,0.319,1,0.329,17,0.982,0,0.694,0.905,2416,55,1,16,7.4,5.19,0.529,6,1,0.444,48,0.007,17,25,0.031,8.26,1,0.01,39,0.036,16,1,0,2,1,3,1,1,2.429,1
0.981,0,0,0.27,18,0.468,3,0.127,22,0.449,1,0.921,0.655,2815,41,0,20,4.64,3.84,0.719,5,1,0.343,98,0.485,8,20,0.266,6.14,0,0.14,5756,0.109,17,1,0,4,0,2,0,6,2.696,1
0.845,4,0,0.397,0,0.992,0,0.039,9,0.911,1,0.018,0.735,2329,43,0,11,5.71,4.34,0.045,3,0,0.277,30,0.705,6,28,0.327,4.69,1,0.094,2362,0.314,7,1,0,3,0,7,1,2,4.214,0
0.793,7,0,0.138,15,0.392,0,0.302,23,0.47,0,0.501,0.773,2543,18,0,24,5.41,6.79,0.42,3,0,0.243,24,0.019,14,20,0.356,4.81,0,0.083,6985,0.374,12,0,0,3,0,0,0,1,1.24,5
0.95,5,0,0.12,12,0.579,3,0.845,18,0.421,0,0.29,0.607,957,56,0,19,2.2,3.45,0.824,19,1,0.336,67,0.586,13,105,0.383,3.05,0,0.348,6238,0.013,16,1,2,3,0,6,1,2,2.936,1
0.808,7,0,0.004,8,0.702,1,0.479,8,0.6,1,0.675,0.542,731,57,0,15,8.58,7.62,0.505,19,0,0.237,37,0.196,5,50,0.339,5.59,1,0.032,600,0.357,8,1,0,3,0,3,0,4,2.025,2
0.549,5,1,0.138,14,0.275,0,0.718,29,0.513,0,0.358,0.67,2555,33,0,24,8.5,8.54,0.984,15,1,0.362,49,0.887,11,96,0.089,3.2,1,0.482,3999,0.239,16,2,2,4,0,2,1,0,4.049,3
0.051,3,1,0.271,4,0.495,1,0.215,24,0.729,1,0.729,0.658,2096,33,0,18,11.32,3.31,0.628,16,0,0.346,57,0.299,5,228,0.431,3.64,1,0.476,2702,0.028,14,0,2,3,0,0,1,3,2.701,1
0.286,0,1,0.369,2,0.542,0,0.71,28,0.407,1,0.516,0.214,1673,29,0,19,11.49,7.6,0.665,11,1,0.383,39,0.602,9,103,0.04,5.25,0,0.108,525,0.343,18,0,2,3,0,2,1,1,3.003,2
0.023,4,0,0.382,10,0.262,3,0.851,22,0.93,1,0.145,0.775,877,39,0,8,3.3,5.55,0.462,19,1,0.107,61,0.053,14,162,0.207,7.38,0,0.152,3271,0.341,19,3,2,5,0,4,0,2,2.126,1
0.082,3,0,0.365,6,0.374,2,0.843,3,0.358,0,0.776,0.011,2155,52,0,8,3.64,4.5,0.88,13,1,0.14,74,0.344,11,133,0.406,2.64,0,0.029,3013,0.045,12,2,2,4,0,2,0,0,1.888,0
0.046,3,0,0.422,2,0.888,2,0.673,27,0.327,1,0.159,0.732,2286,33,0,8,4.65,4.16,0.848,14,0,0.486,53,0.107,3,73,0.344,3.07,1,0.376,2166,0.26,13,0,1,4,0,5,1,0,1.461,2
0.812,5,0,0.002,4,0.431,1,0.516,7,0.422,0,0.378,0.014,2013,9,1,13,8.05,5.56,0.134,13,0,0.165,84,0.758,4,131,0.249,8.6,0,0.236,2072,0.124,18,3,2,2,1,0,0,2,3.283,1
0.792,9,1,0.141,17,0.371,0,0.959,23,0.049,1,0.282,0.069,14,31,1,14,8.33,2.43,0.549,11,0,0.374,74,0.799,16,174,0.447,2.94,0,0.193,1806,0.172,15,3,2,4,1,3,1,4,2.869,1
0.564,2,0,0.17,8,0.895,2,0.246,7,0.859,0,0.099,0.842,1556,54,0,19,9.77,4.3,0.273,14,1,0.342,24,0.871,8,20,0.052,5.39,0,0.199,5482,0.185,20,2,0,3,0,3,0,6,4.673,0
0.484,6,1,0.334,4,0.225,0,0.565,28,0.002,0,0.953,0.915,1603,31,0,5,4.15,7.66,0.73,13,0,0.311,3,0.234,9,162,0.186,4.82,0,0.366,2909,0.237,12,0,2,2,0,2,1,4,1.017,2
0.6,5,0,0.187,6,0.412,0,0.85,27,0.018,0,0.726,0.127,2784,42,0,14,3.25,4.63,0.776,6,1,0.445,80,0.991,3,149,0.267,9.46,0,0.451,6878,0.031,18,0,2,3,0,2,1,3,3.454,0
0.533,8,0,0.257,13,0.443,1,0.097,21,0.639,0,0.092,0.903,1486,37,1,12,2.02,8.59,0.148,16,1,0.001,29,0.168,15,143,0.237,7.78,0,0.276,4479,0.001,13,2,2,4,1,7,0,4,1.783,3
0.407,0,1,0.132,5,0.852,0,0.446,7,0.015,1,0.499,0.488,2572,20,1,19,6.97,2.96,0.336,13,1,0.484,35,0.987,6,47,0.214,7.88,1,0.301,138,0.254,14,0,0,3,1,4,1,6,3.475,2
0.483,9,0,0.291,18,0.677,2,0.12,17,0.738,1,0.084,0.226,323,13,0,22,6.18,6.04,0.324,18,0,0.303,33,0.099,6,74,0.223,9.52,0,0.296,862,0.344,17,2,1,4,0,5,0,4,2.076,2
0.714,2,0,0.031,12,0.488,1,0.446,10,0.089,1,0.017,0.323,2044,34,0,8,7.04,8.24,0.519,16,0,0.454,20,0.099,12,180,0.219,2.83,0,0.376,1357,0.26,9,0,2,2,0,2,0,3,0.929,1
0.233,5,0,0.297,17,0.663,2,0.273,27,0.329,1,0.667,0.618,2503,46,0,10,7.07,3.51,0.85,7,0,0.25,69,0.396,11,76,0.24,5.93,1,0.331,327,0.29,9,0,2,3,0,4,0,3,2.096,0
0.053,5,1,0.409,18,0.136,3,0.219,18,0.678,1,0.615,0.552,1673,28,0,11,4.5,6.65,0.202,5,0,0.366,73,0.089,14,128,0.096,2.43,1,0.448,2496,0.064,20,0,2,4,0,5,1,4,1.989,0
0.607,5,0,0.18,17,0.2,3,0.231,15,0.552,1,0.01,0.211,648,55,0,8,6.23,7.61,0.654,7,1,0.381,33,0.9,14,38,0.085,8.61,0,0.43,4580,0.189,16,0,0,4,0,3,0,5,4.185,0
0.213,1,1,0.314,10,0.347,2,0.643,27,0.233,1,0.233,0.849,1707,24,0,20,5.88,5.46,0.963,4,1,0.282,83,0.318,14,195,0.478,5.72,1,0.05,962,0.12,10,2,2,4,0,1,1,4,1.702,2
0.923,1,1,0.253,18,0.781,0,0.709,10,0.347,1,0.181,0.496,2371,59,0,22,2.39,7.55,0.53,17,1,0.199,94,0.369,11,84,0.456,2.8,0,0.278,5027,0.072,16,2,2,3,0,4,1,2,2.0,3
0.068,2,1,0.422,4,0.672,2,0.486,13,0.496,1,0.488,0.511,1537,44,0,20,4.85,3.47,0.786,7,0,0.081,2,0.362,6,190,0.023,5.79,1,0.077,1916,0.19,10,1,2,2,0,6,1,4,2.159,3
0.32,5,1,0.365,5,0.759,3,0.983,5,0.661,1,0.857,0.351,432,5,0,7,9.36,9.49,0.196,9,1,0.408,48,0.489,12,136,0.021,8.03,0,0.415,6994,0.351,16,0,2,4,0,2,1,2,3.197,2
0.201,2,0,0.19,6,0.519,2,0.459,25,0.587,1,0.128,0.763,515,31,0,8,5.05,6.56,0.145,12,1,0.017,50,0.324,18,50,0.245,6.36,0,0.058,6198,0.274,16,1,0,4,0,2,1,4,2.163,0
0.968,2,0,0.279,5,0.734,3,0.152,4,0.044,0,0.162,0.756,2802,54,0,21,8.73,3.84,0.943,9,1,0.493,4,0.831,18,104,0.019,7.76,0,0.086,6278,0.138,12,0,2,3,0,4,0,5,3.074,1
0.934,3,0,0.118,10,0.907,2,0.37,24,0.418,1,0.02,0.204,2214,26,0,13,8.56,4.11,0.748,16,1,0.475,27,0.678,12,182,0.433,5.08,0,0.415,5945,0.247,11,2,2,5,0,1,0,3,3.345,2
0.345,9,0,0.007,15,0.702,0,0.188,12,0.917,0,0.083,0.636,1963,43,0,17,6.97,8.12,0.954,13,0,0.149,14,0.813,4,163,0.094,3.12,0,0.108,3395,0.251,10,1,2,3,0,6,0,0,4.422,3
0.157,1,0,0.168,10,0.553,2,0.489,22,0.167,1,0.016,0.676,1979,14,0,12,10.83,9.77,0.137,14,1,0.403,75,0.541,3,51,0.248,2.1,0,0.024,6492,0.268,9,1,0,3,0,5,0,2,2.36,2
0.857,4,0,0.473,11,0.435,0,0.736,10,0.272,1,0.918,0.677,1991,9,0,12,8.78,5.88,0.815,17,0,0.491,58,0.18,16,37,0.297,5.0,0,0.094,2954,0.003,13,3,0,4,0,7,0,4,1.575,4
0.773,6,1,0.179,15,0.187,0,0.898,12,0.059,1,0.055,0.293,2427,59,0,5,6.29,7.98,0.517,19,1,0.246,84,0.625,11,33,0.415,2.55,0,0.455,4961,0.015,13,1,0,5,0,3,1,2,2.239,2
0.092,6,0,0.138,2,0.246,3,0.741,25,0.129,1,0.456,0.862,2927,17,1,17,9.19,4.58,0.912,8,0,0.197,55,0.231,10,211,0.285,2.66,0,0.198,833,0.335,17,0,2,4,1,2,0,2,1.148,2
0.349,7,1,0.082,2,0.219,1,0.476,27,0.41,1,0.078,0.474,550,10,0,22,3.84,4.9,0.554,14,1,0.339,35,0.261,18,168,0.48,5.55,0,0.408,2040,0.351,17,0,2,5,0,2,1,3,1.942,2
0.622,1,0,0.335,10,0.688,2,0.834,13,0.341,1,0.359,0.663,1332,15,0,20,7.62,7.7,0.945,9,0,0.332,25,0.17,19,49,0.074,8.75,0,0.297,4409,0.201,17,0,0,2,0,0,0,3,1.524,3
0.962,8,1,0.14,6,0.511,0,0.708,28,0.401,1,0.441,0.031,773,15,1,17,5.6,8.47,0.042,8,0,0.397,83,0.239,3,36,0.149,9.41,0,0.36,5125,0.218,18,2,0,3,1,3,1,2,1.916,1
0.949,2,0,0.226,6,0.579,2,0.852,21,0.362,1,0.982,0.049,532,59,0,13,8.34,3.27,0.113,9,1,0.168,9,0.079,6,57,0.159,7.88,1,0.499,2033,0.389,17,2,1,4,0,1,0,1,1.129,1
0.363,9,0,0.012,8,0.368,0,0.919,4,0.291,0,0.551,0.749,457,45,0,14,7.08,7.2,0.005,9,1,0.288,38,0.363,5,94,0.176,3.98,1,0.136,5292,0.238,16,2,2,4,0,4,1,4,1.959,3
0.42,0,0,0.259,4,0.274,0,0.832,9,0.376,1,0.575,0.529,1886,47,0,23,3.27,6.88,0.666,6,1,0.072,71,0.066,17,169,0.453,3.03,1,0.253,1295,0.367,18,0,2,4,0,2,0,2,1.022,2
0.937,4,1,0.075,18,0.844,1,0.836,10,0.455,1,0.582,0.228,334,12,0,21,2.91,8.12,0.888,9,0,0.066,34,0.392,13,51,0.467,5.49,0,0.009,6794,0.147,16,2,0,4,0,6,1,3,2.152,0
0.947,7,1,0.128,16,0.868,3,0.686,5,0.336,1,0.932,0.911,1593,25,0,24,8.66,7.2,0.087,13,1,0.447,7,0.579,11,66,0.062,2.5,1,0.393,1986,0.355,17,0,1,5,0,3,1,1,2.856,1
0.236,6,0,0.384,2,0.854,2,0.35,22,0.474,1,0.179,0.969,2077,47,0,15,6.96,9.03,0.865,19,0,0.056,4,0.256,16,163,0.28,5.12,0,0.4,3137,0.388,15,3,2,4,0,5,1,4,1.772,2
0.95,3,0,0.274,3,0.578,2,0.121,13,0.351,0,0.844,0.618,474,8,0,16,4.8,5.25,0.103,18,1,0.391,43,0.246,4,116,0.258,6.51,1,0.494,3213,0.083,18,0,2,4,0,4,1,3,1.831,2
0.374,3,1,0.169,18,0.817,2,0.19,16,0.463,1,0.992,0.108,2095,59,0,14,10.75,7.89,0.672,14,1,0.281,63,0.771,8,219,0.346,6.47,1,0.094,2097,0.369,15,1,2,4,0,0,1,5,3.52,1
0.66,1,1,0.208,14,0.575,3,0.715,11,0.757,1,0.522,0.505,327,34,0,12,4.27,5.86,0.965,9,0,0.103,60,0.403,10,204,0.218,5.53,1,0.38,1441,0.236,14,1,2,2,0,4,1,5,2.826,2
0.956,1,1,0.006,19,0.703,1,0.492,29,0.666,1,0.324,0.621,2323,10,0,13,4.65,4.58,0.23,18,1,0.162,57,0.577,4,154,0.201,3.46,1,0.385,1655,0.324,9,1,2,4,0,3,1,2,3.225,0
0.689,7,1,0.298,16,0.615,2,0.855,22,0.386,1,0.836,0.352,273,26,0,19,6.42,9.32,0.194,4,1,0.301,29,0.86,7,43,0.393,5.72,1,0.346,492,0.008,14,0,0,4,0,2,1,0,3.653,1
0.925,3,1,0.442,13,0.366,2,0.354,27,0.795,1,0.724,0.928,519,38,0,21,4.86,3.77,0.947,8,1,0.187,84,0.825,14,215,0.225,4.62,1,0.089,2876,0.094,8,3,2,5,0,1,1,5,4.252,3
0.986,7,0,0.257,13,0.664,3,0.519,20,0.237,0,0.795,0.603,1497,43,1,23,2.81,3.02,0.827,5,1,0.335,91,0.305,19,47,0.299,7.13,1,0.038,5503,0.001,13,1,0,4,1,4,0,1,1.724,3
0.165,8,0,0.2,17,0.768,1,0.129,18,0.747,1,0.67,0.131,1294,19,0,21,8.11,4.98,0.417,16,1,0.043,90,0.716,12,123,0.273,8.63,0,0.078,5126,0.195,22,2,2,5,0,1,1,6,3.685,2
0.827,5,0,0.23,19,0.04,2,0.185,10,0.72,0,0.822,0.826,1113,15,0,24,9.59,2.36,0.571,11,0,0.496,62,0.662,15,69,0.044,6.3,0,0.386,3118,0.085,23,2,1,3,0,5,0,1,3.922,2
0.664,9,1,0.431,2,0.281,1,0.865,23,0.497,1,0.674,0.903,1654,22,0,12,9.52,2.1,0.928,6,1,0.363,66,0.599,9,56,0.487,6.31,1,0.493,1854,0.231,18,2,1,4,0,5,1,0,3.154,0
0.869,9,1,0.477,1,0.324,2,0.565,19,0.749,1,0.07,0.059,2657,33,0,20,6.98,2.74,0.715,4,0,0.489,39,0.704,6,101,0.087,5.8,0,0.173,6854,0.24,16,2,2,4,0,4,1,1,4.099,0
0.33,5,1,0.159,6,0.96,3,0.721,15,0.005,1,0.922,0.488,2463,8,0,15,7.69,9.13,0.031,8,1,0.124,12,0.418,19,24,0.312,2.45,1,0.317,2993,0.27,5,1,0,5,0,0,1,4,1.388,1
0.046,1,1,0.436,19,0.681,1,0.993,21,0.022,0,0.848,0.957,1110,15,0,21,5.14,8.35,0.556,10,0,0.321,73,0.113,17,67,0.342,6.32,0,0.063,5738,0.182,11,1,1,1,0,7,1,6,0.704,2
0.388,8,0,0.378,9,0.884,2,0.461,18,0.265,0,0.471,0.681,1292,56,0,10,4.13,3.76,0.975,7,1,0.213,75,0.916,19,128,0.124,9.68,1,0.464,1350,0.13,19,1,2,4,0,7,0,3,3.491,1
0.314,0,0,0.382,12,0.419,0,0.737,9,0.711,0,0.824,0.548,2323,38,0,14,10.73,5.89,0.287,11,1,0.454,24,0.445,8,92,0.143,8.95,0,0.074,257,0.393,14,1,2,2,0,1,0,3,3.211,3
0.61,2,0,0.26,16,0.283,1,0.795,4,0.708,1,0.56,0.339,227,23,0,15,6.74,9.15,0.08,15,1,0.305,23,0.413,6,79,0.344,7.5,0,0.168,4978,0.392,22,1,2,4,0,0,1,2,2.96,1
0.296,2,0,0.298,14,0.14,2,0.626,14,0.125,0,0.392,0.285,2214,16,0,8,4.3,3.63,0.747,6,1,0.304,47,0.655,8,237,0.071,8.25,0,0.01,4029,0.291,20,2,2,2,0,0,0,5,2.519,1
0.148,6,0,0.321,16,0.695,1,0.529,16,0.455,1,0.322,0.586,1114,30,0,5,5.11,7.96,0.513,4,1,0.141,71,0.536,15,238,0.206,4.0,1,0.136,6719,0.078,12,1,2,5,0,1,0,2,2.659,1
0.382,5,0,0.104,10,0.423,0,0.289,27,0.918,1,0.458,0.121,665,32,0,8,6.18,7.66,0.708,17,1,0.294,49,0.132,14,118,0.169,7.17,1,0.467,1418,0.001,16,2,2,4,0,1,1,3,2.526,1
0.256,2,0,0.169,8,0.608,0,0.814,24,0.532,0,0.644,0.574,268,28,0,19,9.79,2.07,0.407,10,1,0.071,38,0.561,15,39,0.17,5.36,1,0.497,51,0.199,19,1,0,2,0,1,0,6,2.818,1
0.529,1,1,0.433,3,0.31,1,0.652,4,0.721,1,0.554,0.02,2314,51,0,23,5.77,6.12,0.619,12,1,0.387,88,0.347,16,156,0.15,4.32,0,0.402,1112,0.31,24,0,2,3,0,6,1,2,2.87,3
